Время;Имя узла;IP адрес;CPU (%);RAM (%);Disk (%)
23:27:06;MacBook-Margo;127.0.0.1;4.9;61.8;26.1
23:27:10;MacBook-Margo;127.0.0.1;6.1;61.3;26.1
23:27:13;MacBook-Margo;127.0.0.1;7.9;61.5;26.1
23:27:16;MacBook-Margo;127.0.0.1;0.8;60.8;26.1
23:27:19;MacBook-Margo;127.0.0.1;1.2;60.3;26.1
23:27:22;MacBook-Margo;127.0.0.1;4.2;61.0;26.1
23:27:25;MacBook-Margo;127.0.0.1;0.8;60.4;26.1
23:27:28;MacBook-Margo;127.0.0.1;4.1;60.8;26.1
23:27:31;MacBook-Margo;127.0.0.1;4.3;61.3;26.1
23:27:34;MacBook-Margo;127.0.0.1;6.2;61.2;26.1
23:27:37;MacBook-Margo;127.0.0.1;5.6;61.1;26.1
23:27:40;MacBook-Margo;127.0.0.1;2.8;60.9;26.1
23:27:43;MacBook-Margo;127.0.0.1;2.8;60.5;26.1
23:27:46;MacBook-Margo;127.0.0.1;2.1;61.2;26.1
23:27:49;MacBook-Margo;127.0.0.1;2.9;60.5;26.1
23:27:52;MacBook-Margo;127.0.0.1;4.7;61.0;26.1
23:27:55;MacBook-Margo;127.0.0.1;2.5;60.8;26.1
23:27:58;MacBook-Margo;127.0.0.1;3.9;61.0;26.1
23:28:01;MacBook-Margo;127.0.0.1;2.9;60.4;26.1
23:28:04;MacBook-Margo;127.0.0.1;0.4;59.8;26.1
23:28:07;MacBook-Margo;127.0.0.1;2.3;60.3;26.1
23:28:10;MacBook-Margo;127.0.0.1;6.6;61.1;26.1
23:28:13;MacBook-Margo;127.0.0.1;2.8;60.6;26.1
23:28:16;MacBook-Margo;127.0.0.1;2.4;60.9;26.1
23:28:19;MacBook-Margo;127.0.0.1;5.6;61.0;26.1
23:28:22;MacBook-Margo;127.0.0.1;4.6;61.0;26.1
23:28:25;MacBook-Margo;127.0.0.1;6.2;61.4;26.1
23:28:29;MacBook-Margo;127.0.0.1;8.3;61.1;26.1
23:28:32;MacBook-Margo;127.0.0.1;5.3;60.9;26.1
23:28:35;MacBook-Margo;127.0.0.1;1.9;60.1;26.1
23:28:38;MacBook-Margo;127.0.0.1;2.1;60.7;26.1
23:28:41;MacBook-Margo;127.0.0.1;5.3;60.7;26.1
23:28:44;MacBook-Margo;127.0.0.1;3.1;60.7;26.1
23:28:47;MacBook-Margo;127.0.0.1;3.3;61.3;26.1
23:28:50;MacBook-Margo;127.0.0.1;7.0;60.9;26.1
23:28:53;MacBook-Margo;127.0.0.1;3.1;60.0;26.1
23:28:56;MacBook-Margo;127.0.0.1;4.5;61.0;26.1
23:28:59;MacBook-Margo;127.0.0.1;5.3;60.7;26.1
23:29:02;MacBook-Margo;127.0.0.1;4.1;60.6;26.1
23:29:05;MacBook-Margo;127.0.0.1;3.1;60.8;26.1
23:29:08;MacBook-Margo;127.0.0.1;1.4;60.5;26.1
23:29:11;MacBook-Margo;127.0.0.1;5.9;60.9;26.1
23:29:14;MacBook-Margo;127.0.0.1;2.7;60.7;26.1
23:29:17;MacBook-Margo;127.0.0.1;1.2;60.3;26.1
23:29:20;MacBook-Margo;127.0.0.1;2.4;60.8;26.1
23:29:23;MacBook-Margo;127.0.0.1;3.3;61.5;26.1
23:29:26;MacBook-Margo;127.0.0.1;3.6;61.1;26.1
23:29:29;MacBook-Margo;127.0.0.1;3.5;61.3;26.1
23:29:32;MacBook-Margo;127.0.0.1;4.2;61.0;26.1
23:29:35;MacBook-Margo;127.0.0.1;3.6;61.0;26.1
23:29:38;MacBook-Margo;127.0.0.1;4.0;61.2;26.1
23:29:41;MacBook-Margo;127.0.0.1;2.7;60.6;26.1
23:29:45;MacBook-Margo;127.0.0.1;4.1;60.7;26.1
23:29:48;MacBook-Margo;127.0.0.1;3.4;60.1;26.1
23:29:51;MacBook-Margo;127.0.0.1;2.9;60.0;26.1
23:29:54;MacBook-Margo;127.0.0.1;2.4;61.2;26.1
23:29:57;MacBook-Margo;127.0.0.1;3.1;61.3;26.1
23:30:00;MacBook-Margo;127.0.0.1;2.2;61.3;26.1
23:30:03;MacBook-Margo;127.0.0.1;3.8;60.4;26.1
23:30:06;MacBook-Margo;127.0.0.1;3.8;61.0;26.1
23:30:09;MacBook-Margo;127.0.0.1;2.5;60.8;26.1
23:30:12;MacBook-Margo;127.0.0.1;2.5;60.9;26.1
23:30:15;MacBook-Margo;127.0.0.1;2.5;60.8;26.1
23:30:18;MacBook-Margo;127.0.0.1;3.6;60.9;26.1
23:30:21;MacBook-Margo;127.0.0.1;1.3;60.9;26.1
23:30:24;MacBook-Margo;127.0.0.1;0.6;60.3;26.1
23:30:27;MacBook-Margo;127.0.0.1;1.0;60.2;26.1
23:30:30;MacBook-Margo;127.0.0.1;0.8;60.1;26.1
23:30:33;MacBook-Margo;127.0.0.1;3.2;60.7;26.1
23:30:36;MacBook-Margo;127.0.0.1;5.8;61.1;26.1
23:30:39;MacBook-Margo;127.0.0.1;2.2;60.4;26.1
23:30:42;MacBook-Margo;127.0.0.1;1.1;60.3;26.1
23:30:45;MacBook-Margo;127.0.0.1;3.6;59.9;26.1
23:30:48;MacBook-Margo;127.0.0.1;4.3;60.7;26.1
23:30:51;MacBook-Margo;127.0.0.1;1.1;60.4;26.1
23:30:54;MacBook-Margo;127.0.0.1;2.6;60.4;26.1
23:30:57;MacBook-Margo;127.0.0.1;3.2;60.7;26.1
23:31:01;MacBook-Margo;127.0.0.1;2.5;60.7;26.1
23:31:04;MacBook-Margo;127.0.0.1;3.0;60.5;26.1
23:31:07;MacBook-Margo;127.0.0.1;2.3;60.4;26.1
23:31:10;MacBook-Margo;127.0.0.1;3.2;60.3;26.1
23:31:13;MacBook-Margo;127.0.0.1;2.6;60.0;26.1
23:31:16;MacBook-Margo;127.0.0.1;2.9;60.2;26.1
23:31:19;MacBook-Margo;127.0.0.1;4.5;60.4;26.1
23:31:22;MacBook-Margo;127.0.0.1;1.7;60.1;26.1
23:31:25;MacBook-Margo;127.0.0.1;1.8;59.9;26.1
23:31:28;MacBook-Margo;127.0.0.1;1.8;59.8;26.1
23:31:31;MacBook-Margo;127.0.0.1;4.9;60.3;26.1
23:31:34;MacBook-Margo;127.0.0.1;25.0;62.1;26.1
23:31:37;MacBook-Margo;127.0.0.1;13.4;61.8;26.1
23:31:40;MacBook-Margo;127.0.0.1;26.3;61.5;26.1
23:31:43;MacBook-Margo;127.0.0.1;14.0;61.5;26.1
23:31:46;MacBook-Margo;127.0.0.1;1.8;61.5;26.1
23:31:49;MacBook-Margo;127.0.0.1;2.5;61.4;26.1
23:31:52;MacBook-Margo;127.0.0.1;1.4;61.4;26.1
23:31:55;MacBook-Margo;127.0.0.1;1.6;61.4;26.1
23:31:58;MacBook-Margo;127.0.0.1;2.5;61.5;26.1
23:32:01;MacBook-Margo;127.0.0.1;2.6;61.5;26.1
23:32:04;MacBook-Margo;127.0.0.1;2.4;61.6;26.1
23:32:07;MacBook-Margo;127.0.0.1;4.7;61.9;26.1
23:32:10;MacBook-Margo;127.0.0.1;4.5;61.6;26.1
23:32:13;MacBook-Margo;127.0.0.1;5.6;62.0;26.1
23:32:17;MacBook-Margo;127.0.0.1;3.8;61.8;26.1
23:32:20;MacBook-Margo;127.0.0.1;5.2;61.2;26.1
23:32:23;MacBook-Margo;127.0.0.1;2.3;60.6;26.1
23:32:26;MacBook-Margo;127.0.0.1;3.9;61.1;26.1
23:32:29;MacBook-Margo;127.0.0.1;3.7;61.8;26.1
23:32:32;MacBook-Margo;127.0.0.1;3.1;61.6;26.1
23:32:54;MacBook-Margo;127.0.0.1;8.2;61.7;26.2
23:32:57;MacBook-Margo;127.0.0.1;1.5;61.2;26.2
23:33:00;MacBook-Margo;127.0.0.1;4.5;61.7;26.2
23:33:03;MacBook-Margo;127.0.0.1;6.1;62.0;26.2
23:33:03;MacBook-Margo;127.0.0.1;6.0;62.0;26.2
23:33:06;MacBook-Margo;127.0.0.1;3.7;62.0;26.2
23:33:06;MacBook-Margo;127.0.0.1;2.6;62.0;26.2
23:33:09;MacBook-Margo;127.0.0.1;3.8;61.2;26.2
23:33:09;MacBook-Margo;127.0.0.1;4.1;61.8;26.2
23:33:12;MacBook-Margo;127.0.0.1;9.1;62.1;26.2
23:33:12;MacBook-Margo;127.0.0.1;8.8;62.1;26.2
23:33:15;MacBook-Margo;127.0.0.1;8.1;61.9;26.2
23:33:18;MacBook-Margo;127.0.0.1;5.0;61.7;26.2
23:33:21;MacBook-Margo;127.0.0.1;2.5;62.4;26.2
23:33:24;MacBook-Margo;127.0.0.1;1.4;61.3;26.2
23:33:27;MacBook-Margo;127.0.0.1;1.4;61.1;26.2
23:33:30;MacBook-Margo;127.0.0.1;0.6;61.3;26.2
23:33:33;MacBook-Margo;127.0.0.1;1.0;61.2;26.2
23:33:36;MacBook-Margo;127.0.0.1;0.8;61.1;26.2
23:33:39;MacBook-Margo;127.0.0.1;6.7;62.0;26.2
23:33:42;MacBook-Margo;127.0.0.1;6.0;62.0;26.2
23:33:46;MacBook-Margo;127.0.0.1;5.5;61.9;26.2
23:33:49;MacBook-Margo;127.0.0.1;5.5;61.9;26.2
23:33:52;MacBook-Margo;127.0.0.1;7.4;61.7;26.2
23:33:55;MacBook-Margo;127.0.0.1;5.6;61.7;26.2
23:33:58;MacBook-Margo;127.0.0.1;6.5;61.7;26.2
23:34:01;MacBook-Margo;127.0.0.1;7.1;62.3;26.2
23:34:04;MacBook-Margo;127.0.0.1;8.3;62.0;26.2
23:34:07;MacBook-Margo;127.0.0.1;11.0;62.3;26.2
23:34:10;MacBook-Margo;127.0.0.1;10.4;62.6;26.2
23:34:13;MacBook-Margo;127.0.0.1;7.4;62.6;26.2
23:34:16;MacBook-Margo;127.0.0.1;3.0;62.2;26.2
23:34:19;MacBook-Margo;127.0.0.1;3.1;62.2;26.2
23:34:22;MacBook-Margo;127.0.0.1;2.7;62.2;26.2
23:34:25;MacBook-Margo;127.0.0.1;1.9;62.2;26.2
23:34:28;MacBook-Margo;127.0.0.1;2.0;62.2;26.2
23:34:31;MacBook-Margo;127.0.0.1;2.2;62.2;26.2
23:34:34;MacBook-Margo;127.0.0.1;1.6;62.2;26.2
23:34:37;MacBook-Margo;127.0.0.1;2.1;62.2;26.2
23:34:40;MacBook-Margo;127.0.0.1;1.5;62.2;26.2
23:34:43;MacBook-Margo;127.0.0.1;2.5;62.2;26.2
23:34:46;MacBook-Margo;127.0.0.1;1.9;62.2;26.2
23:34:49;MacBook-Margo;127.0.0.1;4.6;62.2;26.2
23:34:52;MacBook-Margo;127.0.0.1;3.1;62.2;26.2
23:34:55;MacBook-Margo;127.0.0.1;2.6;62.2;26.2
23:34:58;MacBook-Margo;127.0.0.1;1.9;62.2;26.2
23:35:02;MacBook-Margo;127.0.0.1;1.8;62.2;26.2
23:35:05;MacBook-Margo;127.0.0.1;1.4;62.1;26.2
23:35:08;MacBook-Margo;127.0.0.1;2.2;61.5;26.2
23:35:11;MacBook-Margo;127.0.0.1;2.0;61.6;26.2
23:35:14;MacBook-Margo;127.0.0.1;2.1;61.6;26.2
23:35:17;MacBook-Margo;127.0.0.1;2.3;61.6;26.2
23:35:20;MacBook-Margo;127.0.0.1;8.6;62.6;26.2
23:35:23;MacBook-Margo;127.0.0.1;2.0;61.1;26.2
23:35:26;MacBook-Margo;127.0.0.1;1.3;61.3;26.2
23:35:29;MacBook-Margo;127.0.0.1;5.0;61.5;26.2
23:35:32;MacBook-Margo;127.0.0.1;1.8;61.0;26.2
23:35:35;MacBook-Margo;127.0.0.1;0.8;61.4;26.2
23:35:38;MacBook-Margo;127.0.0.1;1.2;61.1;26.2
23:35:41;MacBook-Margo;127.0.0.1;1.0;60.9;26.2
23:35:44;MacBook-Margo;127.0.0.1;1.8;61.7;26.2
23:35:47;MacBook-Margo;127.0.0.1;1.4;61.1;26.2
23:35:50;MacBook-Margo;127.0.0.1;1.1;61.6;26.2
23:35:53;MacBook-Margo;127.0.0.1;1.2;61.1;26.2
23:35:56;MacBook-Margo;127.0.0.1;0.4;61.1;26.2
23:35:59;MacBook-Margo;127.0.0.1;1.7;61.5;26.2
23:36:02;MacBook-Margo;127.0.0.1;1.5;61.4;26.2
23:36:05;MacBook-Margo;127.0.0.1;6.0;62.0;26.2
23:36:08;MacBook-Margo;127.0.0.1;6.1;62.4;26.2
23:36:11;MacBook-Margo;127.0.0.1;1.9;61.9;26.2
23:36:15;MacBook-Margo;127.0.0.1;2.6;61.6;26.2
23:36:18;MacBook-Margo;127.0.0.1;3.4;61.5;26.2
23:36:21;MacBook-Margo;127.0.0.1;1.6;61.5;26.2
23:36:24;MacBook-Margo;127.0.0.1;5.8;61.6;26.2
23:36:27;MacBook-Margo;127.0.0.1;1.8;61.4;26.2
23:36:30;MacBook-Margo;127.0.0.1;1.6;61.3;26.2
23:36:33;MacBook-Margo;127.0.0.1;2.0;61.2;26.2
23:36:36;MacBook-Margo;127.0.0.1;2.0;61.2;26.2
23:36:39;MacBook-Margo;127.0.0.1;6.6;61.3;26.2
23:36:42;MacBook-Margo;127.0.0.1;12.4;62.3;26.2
23:36:45;MacBook-Margo;127.0.0.1;3.1;61.6;26.2
23:36:48;MacBook-Margo;127.0.0.1;5.5;62.2;26.2
23:36:51;MacBook-Margo;127.0.0.1;1.4;61.6;26.2
23:36:54;MacBook-Margo;127.0.0.1;3.8;62.2;26.2
23:36:57;MacBook-Margo;127.0.0.1;4.3;61.5;26.2
23:37:00;MacBook-Margo;127.0.0.1;11.9;62.4;26.2
23:37:03;MacBook-Margo;127.0.0.1;8.7;61.8;26.2
23:37:06;MacBook-Margo;127.0.0.1;1.8;61.7;26.2
23:37:09;MacBook-Margo;127.0.0.1;4.4;61.4;26.2
23:37:12;MacBook-Margo;127.0.0.1;3.8;62.1;26.2
23:37:15;MacBook-Margo;127.0.0.1;2.8;62.0;26.2
23:37:18;MacBook-Margo;127.0.0.1;2.9;61.8;26.2
23:37:21;MacBook-Margo;127.0.0.1;5.0;62.0;26.2
23:37:24;MacBook-Margo;127.0.0.1;3.7;62.0;26.2
23:37:28;MacBook-Margo;127.0.0.1;5.1;61.9;26.2
23:37:31;MacBook-Margo;127.0.0.1;6.2;62.4;26.2
23:37:34;MacBook-Margo;127.0.0.1;14.1;63.2;26.2
23:37:37;MacBook-Margo;127.0.0.1;6.3;62.1;26.2
23:37:40;MacBook-Margo;127.0.0.1;4.9;61.9;26.2
23:37:43;MacBook-Margo;127.0.0.1;6.2;62.4;26.2
23:37:46;MacBook-Margo;127.0.0.1;1.8;61.6;26.2
23:37:49;MacBook-Margo;127.0.0.1;6.5;61.9;26.2
23:37:52;MacBook-Margo;127.0.0.1;5.5;61.8;26.2
23:37:55;MacBook-Margo;127.0.0.1;7.9;62.5;26.2
23:37:58;MacBook-Margo;127.0.0.1;1.7;62.2;26.2
23:38:01;MacBook-Margo;127.0.0.1;6.8;62.1;26.2
23:38:04;MacBook-Margo;127.0.0.1;9.9;62.4;26.2
23:38:07;MacBook-Margo;127.0.0.1;9.6;62.7;26.2
23:38:10;MacBook-Margo;127.0.0.1;3.1;62.1;26.2
23:38:13;MacBook-Margo;127.0.0.1;1.1;61.6;26.2
23:38:16;MacBook-Margo;127.0.0.1;4.9;61.1;26.2
23:38:19;MacBook-Margo;127.0.0.1;3.1;61.7;26.2
23:38:22;MacBook-Margo;127.0.0.1;4.9;62.7;26.2
23:38:25;MacBook-Margo;127.0.0.1;2.4;61.7;26.2
23:38:28;MacBook-Margo;127.0.0.1;2.7;62.1;26.2
23:38:31;MacBook-Margo;127.0.0.1;9.4;62.6;26.2
23:38:34;MacBook-Margo;127.0.0.1;4.0;62.5;26.2
23:38:37;MacBook-Margo;127.0.0.1;2.9;62.1;26.2
23:38:40;MacBook-Margo;127.0.0.1;1.8;61.4;26.2
23:38:44;MacBook-Margo;127.0.0.1;2.0;61.4;26.2
23:38:47;MacBook-Margo;127.0.0.1;2.0;61.6;26.2
23:38:50;MacBook-Margo;127.0.0.1;1.2;61.2;26.2
23:38:53;MacBook-Margo;127.0.0.1;8.7;61.9;26.2
23:38:56;MacBook-Margo;127.0.0.1;11.6;62.3;26.2
23:38:59;MacBook-Margo;127.0.0.1;1.5;62.1;26.2
23:39:00;test_agent;127.0.0.1;7.5;62.3;26.2
23:39:02;MacBook-Margo;127.0.0.1;5.1;62.1;26.2
23:39:03;test_agent;127.0.0.1;6.4;61.6;26.2
23:39:05;MacBook-Margo;127.0.0.1;5.6;62.3;26.2
23:39:06;test_agent;127.0.0.1;7.0;62.0;26.2
23:39:08;MacBook-Margo;127.0.0.1;9.0;62.1;26.2
23:39:09;test_agent;127.0.0.1;5.4;61.7;26.2
23:39:11;MacBook-Margo;127.0.0.1;8.9;62.3;26.2
23:39:12;test_agent;127.0.0.1;10.2;62.8;26.2
23:39:14;MacBook-Margo;127.0.0.1;7.5;62.5;26.2
23:39:15;test_agent;127.0.0.1;6.6;62.5;26.2
23:39:17;MacBook-Margo;127.0.0.1;7.4;62.5;26.2
23:39:18;test_agent;127.0.0.1;19.3;62.3;26.2
23:39:20;MacBook-Margo;127.0.0.1;17.0;62.6;26.2
23:39:22;test_agent;127.0.0.1;27.4;62.6;26.2
23:39:23;MacBook-Margo;127.0.0.1;14.6;62.7;26.2
23:39:25;test_agent;127.0.0.1;7.3;62.6;26.2
23:39:26;MacBook-Margo;127.0.0.1;6.1;62.5;26.2
23:39:28;test_agent;127.0.0.1;7.2;62.6;26.2
23:39:29;MacBook-Margo;127.0.0.1;5.3;62.5;26.2
23:39:31;test_agent;127.0.0.1;6.2;62.6;26.2
23:39:32;MacBook-Margo;127.0.0.1;7.7;62.5;26.2
23:39:34;test_agent;127.0.0.1;6.1;62.6;26.2
23:39:35;MacBook-Margo;127.0.0.1;8.4;62.7;26.2
23:39:37;test_agent;127.0.0.1;8.4;62.6;26.2
23:39:38;MacBook-Margo;127.0.0.1;7.0;62.4;26.2
23:39:40;test_agent;127.0.0.1;7.5;62.6;26.2
23:39:41;MacBook-Margo;127.0.0.1;6.9;62.3;26.2
23:39:43;test_agent;127.0.0.1;7.8;62.5;26.2
23:39:44;MacBook-Margo;127.0.0.1;7.0;62.5;26.2
23:39:46;test_agent;127.0.0.1;7.4;62.6;26.2
23:39:47;MacBook-Margo;127.0.0.1;10.0;62.4;26.2
23:39:49;test_agent;127.0.0.1;5.9;62.5;26.2
23:39:50;MacBook-Margo;127.0.0.1;5.0;62.4;26.2
23:39:52;test_agent;127.0.0.1;5.4;62.4;26.2
23:39:53;MacBook-Margo;127.0.0.1;8.5;62.3;26.2
23:39:55;test_agent;127.0.0.1;8.3;62.4;26.2
23:39:57;MacBook-Margo;127.0.0.1;11.4;62.5;26.2
23:39:58;test_agent;127.0.0.1;8.1;62.3;26.2
23:40:00;MacBook-Margo;127.0.0.1;7.2;62.0;26.2
23:40:01;test_agent;127.0.0.1;7.3;62.1;26.2
23:40:03;MacBook-Margo;127.0.0.1;7.6;62.1;26.2
23:40:04;test_agent;127.0.0.1;16.9;62.6;26.2
23:40:06;MacBook-Margo;127.0.0.1;11.0;62.4;26.2
23:40:07;test_agent;127.0.0.1;15.5;62.4;26.2
23:40:09;MacBook-Margo;127.0.0.1;9.6;62.3;26.2
23:40:10;test_agent;127.0.0.1;9.3;62.3;26.2
23:40:12;MacBook-Margo;127.0.0.1;8.0;62.4;26.2
23:40:13;test_agent;127.0.0.1;11.6;62.6;26.2
23:40:15;MacBook-Margo;127.0.0.1;9.8;62.6;26.2
23:40:16;test_agent;127.0.0.1;11.7;62.8;26.2
23:40:18;MacBook-Margo;127.0.0.1;11.9;63.0;26.2
23:40:19;test_agent;127.0.0.1;8.6;62.6;26.2
23:40:21;MacBook-Margo;127.0.0.1;4.0;62.8;26.2
23:40:22;test_agent;127.0.0.1;4.7;62.6;26.2
23:40:24;MacBook-Margo;127.0.0.1;4.2;62.7;26.2
23:40:25;test_agent;127.0.0.1;6.2;62.8;26.2
23:40:27;MacBook-Margo;127.0.0.1;7.2;62.8;26.2
23:40:28;test_agent;127.0.0.1;4.2;62.5;26.2
23:40:30;MacBook-Margo;127.0.0.1;3.7;62.3;26.2
23:40:31;test_agent;127.0.0.1;3.2;62.1;26.2
23:40:33;MacBook-Margo;127.0.0.1;2.7;62.2;26.2
23:40:34;test_agent;127.0.0.1;7.7;62.6;26.2
23:40:36;MacBook-Margo;127.0.0.1;4.7;62.7;26.2
23:40:38;test_agent;127.0.0.1;4.8;62.6;26.2
23:40:39;MacBook-Margo;127.0.0.1;4.5;62.6;26.2
23:40:41;test_agent;127.0.0.1;6.4;62.5;26.2
23:40:42;MacBook-Margo;127.0.0.1;4.9;62.4;26.2
23:40:44;test_agent;127.0.0.1;7.9;62.5;26.2
23:40:45;MacBook-Margo;127.0.0.1;4.7;62.5;26.2
23:40:47;test_agent;127.0.0.1;4.1;62.5;26.2
23:40:48;MacBook-Margo;127.0.0.1;5.9;62.4;26.2
23:40:50;test_agent;127.0.0.1;4.6;62.5;26.2
23:40:51;MacBook-Margo;127.0.0.1;8.1;62.4;26.2
23:40:53;test_agent;127.0.0.1;4.5;62.4;26.2
23:40:54;MacBook-Margo;127.0.0.1;4.7;62.3;26.2
23:40:56;test_agent;127.0.0.1;7.7;62.4;26.2
23:40:57;MacBook-Margo;127.0.0.1;9.1;62.6;26.2
23:40:59;test_agent;127.0.0.1;6.1;62.5;26.2
23:41:00;MacBook-Margo;127.0.0.1;6.3;62.0;26.2
23:41:02;test_agent;127.0.0.1;5.7;62.0;26.2
23:41:03;MacBook-Margo;127.0.0.1;8.8;62.0;26.2
23:41:05;test_agent;127.0.0.1;5.6;62.3;26.2
23:41:06;MacBook-Margo;127.0.0.1;4.4;62.3;26.2
23:41:08;test_agent;127.0.0.1;5.7;62.3;26.2
23:41:09;MacBook-Margo;127.0.0.1;5.5;62.2;26.2
23:41:11;test_agent;127.0.0.1;6.4;62.2;26.2
23:41:13;MacBook-Margo;127.0.0.1;8.2;62.7;26.2
23:41:14;test_agent;127.0.0.1;6.1;62.3;26.2
23:41:16;MacBook-Margo;127.0.0.1;4.6;62.1;26.2
23:41:17;test_agent;127.0.0.1;6.2;62.4;26.2
23:41:19;MacBook-Margo;127.0.0.1;6.5;62.6;26.2
23:41:20;test_agent;127.0.0.1;6.0;62.2;26.2
23:41:22;MacBook-Margo;127.0.0.1;4.9;61.9;26.2
23:41:23;test_agent;127.0.0.1;4.8;62.9;26.2
23:41:25;MacBook-Margo;127.0.0.1;4.9;62.6;26.2
23:41:26;test_agent;127.0.0.1;4.9;62.2;26.2
23:41:28;MacBook-Margo;127.0.0.1;12.4;62.2;26.2
23:41:29;test_agent;127.0.0.1;6.7;62.4;26.2
23:41:31;MacBook-Margo;127.0.0.1;10.0;62.1;26.2
23:41:32;test_agent;127.0.0.1;8.8;62.1;26.2
23:41:34;MacBook-Margo;127.0.0.1;5.0;62.1;26.2
23:41:35;test_agent;127.0.0.1;9.0;62.4;26.2
23:41:37;MacBook-Margo;127.0.0.1;12.2;62.4;26.2
23:41:38;test_agent;127.0.0.1;11.6;62.3;26.2
23:41:40;MacBook-Margo;127.0.0.1;7.7;62.4;26.2
23:41:41;test_agent;127.0.0.1;7.0;62.5;26.2
23:41:43;MacBook-Margo;127.0.0.1;8.2;62.5;26.2
23:41:44;test_agent;127.0.0.1;5.4;62.1;26.2
23:41:46;MacBook-Margo;127.0.0.1;6.0;62.3;26.2
23:41:48;test_agent;127.0.0.1;7.1;62.3;26.2
23:41:49;MacBook-Margo;127.0.0.1;8.0;62.5;26.2
23:41:51;test_agent;127.0.0.1;11.6;62.3;26.2
23:41:52;MacBook-Margo;127.0.0.1;5.4;62.4;26.2
23:41:54;test_agent;127.0.0.1;4.6;62.1;26.2
23:41:55;MacBook-Margo;127.0.0.1;6.7;62.3;26.2
23:41:57;test_agent;127.0.0.1;3.1;61.9;26.2
23:41:58;MacBook-Margo;127.0.0.1;4.0;61.8;26.2
23:42:00;test_agent;127.0.0.1;8.2;62.3;26.2
23:42:01;MacBook-Margo;127.0.0.1;5.6;62.5;26.2
23:42:03;test_agent;127.0.0.1;5.8;62.1;26.2
23:42:04;MacBook-Margo;127.0.0.1;7.5;62.0;26.2
23:42:06;test_agent;127.0.0.1;7.6;61.9;26.2
23:42:07;MacBook-Margo;127.0.0.1;5.5;61.9;26.2
23:42:09;test_agent;127.0.0.1;5.3;62.0;26.2
23:42:10;MacBook-Margo;127.0.0.1;8.5;62.3;26.2
23:42:12;test_agent;127.0.0.1;6.5;62.0;26.2
23:42:13;MacBook-Margo;127.0.0.1;8.7;62.1;26.2
23:42:15;test_agent;127.0.0.1;9.3;61.9;26.2
23:42:16;MacBook-Margo;127.0.0.1;9.7;62.6;26.2
23:42:18;test_agent;127.0.0.1;7.8;62.3;26.2
23:42:19;MacBook-Margo;127.0.0.1;5.6;62.6;26.2
23:42:21;test_agent;127.0.0.1;7.3;62.5;26.2
23:42:22;MacBook-Margo;127.0.0.1;6.1;62.3;26.2
23:42:24;test_agent;127.0.0.1;5.7;62.4;26.2
23:42:25;MacBook-Margo;127.0.0.1;8.1;62.3;26.2
23:42:27;test_agent;127.0.0.1;7.9;62.8;26.2
23:42:29;MacBook-Margo;127.0.0.1;6.7;62.5;26.2
23:42:30;test_agent;127.0.0.1;4.8;62.4;26.2
23:42:32;MacBook-Margo;127.0.0.1;4.0;62.3;26.2
23:42:33;test_agent;127.0.0.1;5.3;62.5;26.2
23:42:35;MacBook-Margo;127.0.0.1;9.5;62.6;26.2
23:42:36;test_agent;127.0.0.1;6.9;62.5;26.2
23:42:38;MacBook-Margo;127.0.0.1;5.4;62.3;26.2
23:42:39;test_agent;127.0.0.1;5.0;62.4;26.2
23:42:41;MacBook-Margo;127.0.0.1;8.0;62.7;26.2
23:42:42;test_agent;127.0.0.1;7.5;62.4;26.2
23:42:44;MacBook-Margo;127.0.0.1;6.9;62.1;26.2
23:42:45;test_agent;127.0.0.1;2.8;62.0;26.2
23:42:47;MacBook-Margo;127.0.0.1;5.5;62.0;26.2
23:42:48;test_agent;127.0.0.1;4.1;61.9;26.2
23:42:50;MacBook-Margo;127.0.0.1;6.8;62.6;26.2
23:42:51;test_agent;127.0.0.1;1.9;61.6;26.2
23:42:53;MacBook-Margo;127.0.0.1;4.6;62.2;26.2
23:42:54;test_agent;127.0.0.1;2.8;62.0;26.2
23:42:56;MacBook-Margo;127.0.0.1;11.3;63.1;26.2
23:42:57;test_agent;127.0.0.1;10.6;62.8;26.2
23:42:59;MacBook-Margo;127.0.0.1;4.4;62.5;26.2
23:43:00;test_agent;127.0.0.1;2.4;62.2;26.2
23:43:02;MacBook-Margo;127.0.0.1;5.7;62.4;26.2
23:43:03;test_agent;127.0.0.1;2.9;62.0;26.2
23:43:05;MacBook-Margo;127.0.0.1;4.8;62.5;26.2
23:43:07;test_agent;127.0.0.1;1.7;62.0;26.2
23:43:08;MacBook-Margo;127.0.0.1;4.1;62.3;26.2
23:43:10;test_agent;127.0.0.1;2.5;62.0;26.2
23:43:11;MacBook-Margo;127.0.0.1;3.9;62.3;26.2
23:43:13;test_agent;127.0.0.1;2.5;62.0;26.2
23:43:14;MacBook-Margo;127.0.0.1;4.6;62.3;26.2
23:43:16;test_agent;127.0.0.1;1.8;62.0;26.2
23:43:17;MacBook-Margo;127.0.0.1;6.4;62.2;26.2
23:43:19;test_agent;127.0.0.1;6.8;62.0;26.2
23:43:20;MacBook-Margo;127.0.0.1;7.8;62.3;26.2
23:43:22;test_agent;127.0.0.1;2.1;62.0;26.2
23:43:23;MacBook-Margo;127.0.0.1;4.7;62.3;26.2
23:43:25;test_agent;127.0.0.1;5.5;62.5;26.2
23:43:26;MacBook-Margo;127.0.0.1;4.4;62.5;26.2
