Время;Имя узла;IP адрес;CPU (%);RAM (%);Disk (%)
01:57:25;MacBook-Margo;127.0.0.1;1.0;63.8;26.6
01:57:28;MacBook-Margo;127.0.0.1;0.0;63.8;26.6
01:57:31;MacBook-Margo;127.0.0.1;0.4;63.8;26.6
01:57:34;MacBook-Margo;127.0.0.1;0.4;63.8;26.6
01:57:37;MacBook-Margo;127.0.0.1;0.2;63.8;26.6
01:57:40;MacBook-Margo;127.0.0.1;0.7;63.8;26.6
01:57:43;MacBook-Margo;127.0.0.1;0.0;63.8;26.6
02:13:12;MacBook-Margo;127.0.0.1;37.3;65.0;26.6
02:13:15;MacBook-Margo;127.0.0.1;8.9;64.5;26.6
02:13:18;MacBook-Margo;127.0.0.1;12.5;64.3;26.6
02:13:21;MacBook-Margo;127.0.0.1;8.9;64.1;26.6
02:13:24;MacBook-Margo;127.0.0.1;34.9;64.3;26.6
02:13:27;MacBook-Margo;127.0.0.1;29.2;64.4;26.6
02:13:30;MacBook-Margo;127.0.0.1;12.6;64.4;26.6
02:13:33;MacBook-Margo;127.0.0.1;15.2;64.4;26.6
02:13:36;MacBook-Margo;127.0.0.1;2.9;64.4;26.6
02:13:39;MacBook-Margo;127.0.0.1;1.3;64.2;26.6
02:13:42;MacBook-Margo;127.0.0.1;0.8;64.1;26.6
02:13:45;MacBook-Margo;127.0.0.1;1.0;64.1;26.6
02:13:48;MacBook-Margo;127.0.0.1;3.2;64.2;26.6
02:13:52;MacBook-Margo;127.0.0.1;1.5;64.2;26.6
02:13:55;MacBook-Margo;127.0.0.1;0.2;64.2;26.6
02:13:58;MacBook-Margo;127.0.0.1;1.0;64.2;26.6
02:14:03;MacBook-Margo;127.0.0.1;2.2;64.6;26.6
02:14:06;MacBook-Margo;127.0.0.1;0.8;64.3;26.6
02:14:09;MacBook-Margo;127.0.0.1;1.3;64.2;26.6
02:14:12;MacBook-Margo;127.0.0.1;0.5;64.2;26.6
02:14:15;MacBook-Margo;127.0.0.1;0.3;64.2;26.6
02:14:18;MacBook-Margo;127.0.0.1;0.7;64.2;26.6
02:14:21;MacBook-Margo;127.0.0.1;1.7;64.2;26.6
02:14:24;MacBook-Margo;127.0.0.1;0.6;64.2;26.6
02:14:27;MacBook-Margo;127.0.0.1;0.4;64.2;26.6
02:14:30;MacBook-Margo;127.0.0.1;0.7;64.2;26.6
02:14:33;MacBook-Margo;127.0.0.1;1.9;64.2;26.6
02:14:37;MacBook-Margo;127.0.0.1;0.1;64.2;26.6
02:14:40;MacBook-Margo;127.0.0.1;0.6;64.2;26.6
02:14:43;MacBook-Margo;127.0.0.1;0.6;64.2;26.6
02:14:46;MacBook-Margo;127.0.0.1;0.1;64.2;26.6
02:14:56;MacBook-Margo;127.0.0.1;10.0;64.2;26.6
02:14:59;MacBook-Margo;127.0.0.1;0.9;64.2;26.6
02:15:02;MacBook-Margo;127.0.0.1;1.0;64.5;26.6
02:15:05;MacBook-Margo;127.0.0.1;0.9;64.3;26.6
02:15:08;MacBook-Margo;127.0.0.1;0.0;64.2;26.6
02:15:11;MacBook-Margo;127.0.0.1;0.6;64.2;26.6
02:15:14;MacBook-Margo;127.0.0.1;0.3;64.2;26.6
02:15:17;MacBook-Margo;127.0.0.1;1.0;64.2;26.6
02:15:20;MacBook-Margo;127.0.0.1;1.1;64.2;26.6
02:15:23;MacBook-Margo;127.0.0.1;0.2;64.2;26.6
02:15:26;MacBook-Margo;127.0.0.1;1.1;64.2;26.6
02:15:29;MacBook-Margo;127.0.0.1;0.3;64.2;26.6
02:15:32;MacBook-Margo;127.0.0.1;0.6;64.2;26.6
02:15:35;MacBook-Margo;127.0.0.1;1.9;64.2;26.6
02:15:38;MacBook-Margo;127.0.0.1;0.6;64.2;26.6
02:15:41;MacBook-Margo;127.0.0.1;0.8;64.2;26.6
02:15:51;MacBook-Margo;127.0.0.1;0.3;64.3;26.6
02:15:54;MacBook-Margo;127.0.0.1;0.5;64.2;26.6
02:15:57;MacBook-Margo;127.0.0.1;0.1;64.2;26.6
02:16:00;MacBook-Margo;127.0.0.1;2.0;64.5;26.6
02:16:04;MacBook-Margo;127.0.0.1;0.2;64.4;26.6
02:16:07;MacBook-Margo;127.0.0.1;0.0;64.3;26.6
02:16:10;MacBook-Margo;127.0.0.1;1.9;64.3;26.6
02:16:13;MacBook-Margo;127.0.0.1;0.4;64.3;26.6
02:16:16;MacBook-Margo;127.0.0.1;1.1;64.2;26.6
02:16:19;MacBook-Margo;127.0.0.1;0.0;64.2;26.6
02:16:22;MacBook-Margo;127.0.0.1;0.2;64.3;26.6
02:16:25;MacBook-Margo;127.0.0.1;0.4;64.3;26.6
02:16:28;MacBook-Margo;127.0.0.1;0.2;64.3;26.6
02:16:31;MacBook-Margo;127.0.0.1;0.7;64.3;26.6
02:16:34;MacBook-Margo;127.0.0.1;0.5;64.4;26.6
02:16:42;MacBook-Margo;127.0.0.1;9.7;64.4;26.6
02:16:45;MacBook-Margo;127.0.0.1;0.4;64.4;26.6
02:16:48;MacBook-Margo;127.0.0.1;0.2;64.4;26.6
02:16:51;MacBook-Margo;127.0.0.1;0.7;64.3;26.6
02:16:54;MacBook-Margo;127.0.0.1;0.2;64.3;26.6
02:16:57;MacBook-Margo;127.0.0.1;1.0;64.3;26.6
02:17:00;MacBook-Margo;127.0.0.1;1.8;64.7;26.6
02:17:04;MacBook-Margo;127.0.0.1;0.7;64.4;26.6
02:17:07;MacBook-Margo;127.0.0.1;0.3;64.3;26.6
02:17:10;MacBook-Margo;127.0.0.1;0.3;64.2;26.6
02:17:13;MacBook-Margo;127.0.0.1;1.5;64.2;26.6
02:17:16;MacBook-Margo;127.0.0.1;0.2;64.2;26.6
02:17:19;MacBook-Margo;127.0.0.1;0.0;64.2;26.6
02:17:22;MacBook-Margo;127.0.0.1;0.2;64.2;26.6
02:17:25;MacBook-Margo;127.0.0.1;0.4;64.2;26.6
02:17:28;MacBook-Margo;127.0.0.1;1.1;64.3;26.6
02:17:37;MacBook-Margo;127.0.0.1;0.8;64.3;26.6
02:17:40;MacBook-Margo;127.0.0.1;0.8;64.3;26.6
02:17:44;MacBook-Margo;127.0.0.1;0.1;64.2;26.6
02:17:47;MacBook-Margo;127.0.0.1;0.9;64.2;26.6
02:17:50;MacBook-Margo;127.0.0.1;1.5;64.2;26.6
02:17:53;MacBook-Margo;127.0.0.1;0.3;64.3;26.6
02:17:56;MacBook-Margo;127.0.0.1;1.7;64.3;26.6
02:17:59;MacBook-Margo;127.0.0.1;2.6;64.3;26.6
02:18:02;MacBook-Margo;127.0.0.1;1.5;64.7;26.6
02:18:05;MacBook-Margo;127.0.0.1;0.1;64.4;26.6
02:18:08;MacBook-Margo;127.0.0.1;0.1;64.3;26.6
02:18:11;MacBook-Margo;127.0.0.1;0.8;64.3;26.6
02:18:14;MacBook-Margo;127.0.0.1;0.0;64.3;26.6
02:18:17;MacBook-Margo;127.0.0.1;2.1;64.4;26.6
02:18:20;MacBook-Margo;127.0.0.1;2.4;64.4;26.6
02:18:30;MacBook-Margo;127.0.0.1;12.7;64.4;26.6
02:18:33;MacBook-Margo;127.0.0.1;0.2;64.4;26.6
02:18:36;MacBook-Margo;127.0.0.1;2.0;64.4;26.6
02:18:39;MacBook-Margo;127.0.0.1;1.0;64.4;26.6
02:18:42;MacBook-Margo;127.0.0.1;0.4;64.4;26.6
02:18:45;MacBook-Margo;127.0.0.1;1.8;64.4;26.6
02:18:48;MacBook-Margo;127.0.0.1;0.5;64.4;26.6
02:18:51;MacBook-Margo;127.0.0.1;0.7;64.4;26.6
02:18:54;MacBook-Margo;127.0.0.1;0.3;64.4;26.6
02:18:57;MacBook-Margo;127.0.0.1;0.3;64.5;26.6
02:19:00;MacBook-Margo;127.0.0.1;4.0;64.8;26.6
02:19:03;MacBook-Margo;127.0.0.1;0.2;64.6;26.6
02:19:06;MacBook-Margo;127.0.0.1;0.3;64.4;26.6
02:19:09;MacBook-Margo;127.0.0.1;0.8;64.3;26.6
02:19:13;MacBook-Margo;127.0.0.1;0.3;64.3;26.6
02:19:16;MacBook-Margo;127.0.0.1;2.9;64.4;26.6
02:19:26;MacBook-Margo;127.0.0.1;0.6;64.3;26.6
02:19:29;MacBook-Margo;127.0.0.1;0.6;64.3;26.6
02:19:32;MacBook-Margo;127.0.0.1;0.0;64.3;26.6
02:19:35;MacBook-Margo;127.0.0.1;0.5;64.3;26.6
02:19:38;MacBook-Margo;127.0.0.1;0.6;64.3;26.6
02:19:41;MacBook-Margo;127.0.0.1;0.4;64.4;26.6
02:19:44;MacBook-Margo;127.0.0.1;2.4;64.3;26.6
02:19:47;MacBook-Margo;127.0.0.1;0.6;64.3;26.6
02:19:50;MacBook-Margo;127.0.0.1;0.4;64.3;26.6
02:19:53;MacBook-Margo;127.0.0.1;0.1;64.4;26.6
02:19:56;MacBook-Margo;127.0.0.1;0.2;64.3;26.6
02:19:59;MacBook-Margo;127.0.0.1;1.4;64.3;26.6
02:20:02;MacBook-Margo;127.0.0.1;0.5;64.7;26.6
02:20:05;MacBook-Margo;127.0.0.1;0.2;64.4;26.6
02:20:08;MacBook-Margo;127.0.0.1;4.1;64.4;26.6
02:20:19;MacBook-Margo;127.0.0.1;7.8;64.5;26.6
02:20:22;MacBook-Margo;127.0.0.1;0.1;64.4;26.6
02:20:25;MacBook-Margo;127.0.0.1;0.5;64.4;26.6
02:20:28;MacBook-Margo;127.0.0.1;1.2;64.4;26.6
02:20:31;MacBook-Margo;127.0.0.1;0.3;64.4;26.6
02:20:34;MacBook-Margo;127.0.0.1;0.6;64.4;26.6
02:20:37;MacBook-Margo;127.0.0.1;0.2;64.3;26.6
02:20:40;MacBook-Margo;127.0.0.1;1.0;64.4;26.6
02:20:43;MacBook-Margo;127.0.0.1;0.1;64.4;26.6
02:20:46;MacBook-Margo;127.0.0.1;0.0;64.4;26.6
02:20:50;MacBook-Margo;127.0.0.1;0.6;64.4;26.6
02:20:53;MacBook-Margo;127.0.0.1;0.5;64.4;26.6
02:20:56;MacBook-Margo;127.0.0.1;0.4;64.4;26.6
02:20:59;MacBook-Margo;127.0.0.1;0.2;64.4;26.6
02:21:02;MacBook-Margo;127.0.0.1;0.7;64.8;26.6
02:21:12;MacBook-Margo;127.0.0.1;4.0;64.5;26.6
02:21:15;MacBook-Margo;127.0.0.1;0.7;64.5;26.6
02:21:18;MacBook-Margo;127.0.0.1;1.0;64.4;26.6
02:21:21;MacBook-Margo;127.0.0.1;0.4;64.4;26.6
02:21:24;MacBook-Margo;127.0.0.1;0.4;64.4;26.6
02:21:27;MacBook-Margo;127.0.0.1;0.4;64.4;26.6
02:21:30;MacBook-Margo;127.0.0.1;0.2;64.4;26.6
02:21:33;MacBook-Margo;127.0.0.1;2.7;64.3;26.6
02:21:36;MacBook-Margo;127.0.0.1;0.6;64.4;26.6
02:21:39;MacBook-Margo;127.0.0.1;1.2;64.4;26.6
02:21:42;MacBook-Margo;127.0.0.1;0.1;64.3;26.6
02:21:46;MacBook-Margo;127.0.0.1;0.2;64.3;26.6
02:21:49;MacBook-Margo;127.0.0.1;0.6;64.3;26.6
02:21:52;MacBook-Margo;127.0.0.1;0.2;64.3;26.6
02:21:55;MacBook-Margo;127.0.0.1;0.5;64.4;26.6
02:21:58;MacBook-Margo;127.0.0.1;3.2;64.4;26.6
02:22:08;MacBook-Margo;127.0.0.1;4.1;64.8;26.6
02:22:11;MacBook-Margo;127.0.0.1;0.2;64.6;26.6
02:22:14;MacBook-Margo;127.0.0.1;0.1;64.4;26.6
02:22:17;MacBook-Margo;127.0.0.1;0.9;64.3;26.6
02:22:20;MacBook-Margo;127.0.0.1;0.0;64.3;26.6
02:22:24;MacBook-Margo;127.0.0.1;0.5;64.4;26.6
02:22:27;MacBook-Margo;127.0.0.1;0.4;64.3;26.6
02:22:30;MacBook-Margo;127.0.0.1;1.2;64.3;26.6
02:22:33;MacBook-Margo;127.0.0.1;0.2;64.3;26.6
02:22:36;MacBook-Margo;127.0.0.1;1.3;64.3;26.6
02:22:39;MacBook-Margo;127.0.0.1;0.8;64.3;26.6
02:22:42;MacBook-Margo;127.0.0.1;0.1;64.3;26.6
02:22:45;MacBook-Margo;127.0.0.1;0.4;64.3;26.6
02:22:48;MacBook-Margo;127.0.0.1;0.7;64.4;26.6
02:22:51;MacBook-Margo;127.0.0.1;0.7;64.4;26.6
02:23:01;MacBook-Margo;127.0.0.1;7.1;64.8;26.6
02:23:04;MacBook-Margo;127.0.0.1;0.2;64.6;26.6
02:23:07;MacBook-Margo;127.0.0.1;0.8;64.4;26.6
02:23:10;MacBook-Margo;127.0.0.1;0.2;64.4;26.6
02:23:13;MacBook-Margo;127.0.0.1;0.5;64.3;26.6
02:23:16;MacBook-Margo;127.0.0.1;0.5;64.3;26.6
02:23:19;MacBook-Margo;127.0.0.1;1.0;64.3;26.6
02:23:22;MacBook-Margo;127.0.0.1;3.0;64.3;26.6
02:23:25;MacBook-Margo;127.0.0.1;0.6;64.3;26.6
02:23:28;MacBook-Margo;127.0.0.1;0.2;64.3;26.6
02:23:31;MacBook-Margo;127.0.0.1;1.0;64.3;26.6
02:23:34;MacBook-Margo;127.0.0.1;0.1;64.3;26.6
02:23:37;MacBook-Margo;127.0.0.1;0.6;64.3;26.6
02:23:40;MacBook-Margo;127.0.0.1;1.1;64.3;26.6
02:23:43;MacBook-Margo;127.0.0.1;0.1;64.3;26.6
02:23:46;MacBook-Margo;127.0.0.1;2.1;64.3;26.6
02:23:54;MacBook-Margo;127.0.0.1;1.7;64.4;26.6
02:23:57;MacBook-Margo;127.0.0.1;0.5;64.4;26.6
02:24:00;MacBook-Margo;127.0.0.1;1.0;64.7;26.6
02:24:03;MacBook-Margo;127.0.0.1;1.4;64.5;26.6
02:24:06;MacBook-Margo;127.0.0.1;1.0;64.4;26.6
02:24:09;MacBook-Margo;127.0.0.1;0.6;64.3;26.6
02:24:12;MacBook-Margo;127.0.0.1;0.1;64.3;26.6
02:24:15;MacBook-Margo;127.0.0.1;0.5;64.3;26.6
02:24:18;MacBook-Margo;127.0.0.1;0.6;64.3;26.6
02:24:21;MacBook-Margo;127.0.0.1;0.8;64.3;26.6
02:24:24;MacBook-Margo;127.0.0.1;0.6;64.3;26.6
02:24:27;MacBook-Margo;127.0.0.1;0.7;64.3;26.6
02:24:30;MacBook-Margo;127.0.0.1;0.2;64.3;26.6
02:24:33;MacBook-Margo;127.0.0.1;0.4;64.3;26.6
02:24:36;MacBook-Margo;127.0.0.1;0.1;64.3;26.6
02:24:47;MacBook-Margo;127.0.0.1;7.3;64.3;26.6
02:24:50;MacBook-Margo;127.0.0.1;2.4;64.3;26.6
02:24:53;MacBook-Margo;127.0.0.1;1.2;64.3;26.6
02:24:56;MacBook-Margo;127.0.0.1;0.7;64.3;26.6
02:24:59;MacBook-Margo;127.0.0.1;0.2;64.2;26.6
02:25:02;MacBook-Margo;127.0.0.1;0.8;64.7;26.6
02:25:05;MacBook-Margo;127.0.0.1;0.2;64.4;26.6
02:25:08;MacBook-Margo;127.0.0.1;1.8;64.3;26.6
02:25:11;MacBook-Margo;127.0.0.1;0.7;64.3;26.6
02:25:14;MacBook-Margo;127.0.0.1;0.4;64.4;26.6
02:25:17;MacBook-Margo;127.0.0.1;1.5;64.4;26.6
02:25:20;MacBook-Margo;127.0.0.1;0.1;64.4;26.6
02:25:24;MacBook-Margo;127.0.0.1;0.8;64.4;26.6
02:25:27;MacBook-Margo;127.0.0.1;0.1;64.4;26.6
02:25:30;MacBook-Margo;127.0.0.1;0.8;64.4;26.6
02:25:33;MacBook-Margo;127.0.0.1;2.3;64.3;26.6
02:25:43;MacBook-Margo;127.0.0.1;0.9;64.4;26.6
02:25:46;MacBook-Margo;127.0.0.1;0.9;64.3;26.6
02:25:49;MacBook-Margo;127.0.0.1;0.2;64.4;26.6
02:25:52;MacBook-Margo;127.0.0.1;1.0;64.3;26.6
02:25:55;MacBook-Margo;127.0.0.1;0.4;64.3;26.6
02:25:58;MacBook-Margo;127.0.0.1;0.8;64.4;26.6
02:26:01;MacBook-Margo;127.0.0.1;2.7;64.8;26.6
02:26:04;MacBook-Margo;127.0.0.1;0.3;64.5;26.6
02:26:07;MacBook-Margo;127.0.0.1;1.6;64.4;26.6
02:26:10;MacBook-Margo;127.0.0.1;0.1;64.3;26.6
02:26:13;MacBook-Margo;127.0.0.1;0.1;64.3;26.6
02:26:16;MacBook-Margo;127.0.0.1;0.0;64.3;26.6
02:26:19;MacBook-Margo;127.0.0.1;0.1;64.3;26.6
02:26:22;MacBook-Margo;127.0.0.1;0.7;64.3;26.6
02:26:25;MacBook-Margo;127.0.0.1;0.4;64.3;26.6
02:26:35;MacBook-Margo;127.0.0.1;8.3;64.3;26.6
02:26:38;MacBook-Margo;127.0.0.1;1.4;64.4;26.6
02:26:41;MacBook-Margo;127.0.0.1;1.9;64.3;26.6
02:26:44;MacBook-Margo;127.0.0.1;0.5;64.3;26.6
02:26:47;MacBook-Margo;127.0.0.1;0.8;64.4;26.6
02:26:50;MacBook-Margo;127.0.0.1;0.3;64.4;26.6
02:26:54;MacBook-Margo;127.0.0.1;0.5;64.4;26.6
02:26:57;MacBook-Margo;127.0.0.1;2.5;64.3;26.6
02:27:00;MacBook-Margo;127.0.0.1;1.0;64.7;26.6
02:27:03;MacBook-Margo;127.0.0.1;0.2;64.5;26.6
02:27:06;MacBook-Margo;127.0.0.1;1.1;64.5;26.6
02:27:09;MacBook-Margo;127.0.0.1;1.4;64.4;26.6
02:27:12;MacBook-Margo;127.0.0.1;0.7;64.4;26.6
02:27:15;MacBook-Margo;127.0.0.1;0.2;64.4;26.6
02:27:18;MacBook-Margo;127.0.0.1;1.2;64.4;26.6
02:27:21;MacBook-Margo;127.0.0.1;8.0;64.4;26.6
02:27:29;MacBook-Margo;127.0.0.1;1.1;64.4;26.6
02:27:32;MacBook-Margo;127.0.0.1;0.7;64.5;26.6
02:27:35;MacBook-Margo;127.0.0.1;0.5;64.5;26.6
02:27:38;MacBook-Margo;127.0.0.1;0.8;64.5;26.6
02:27:41;MacBook-Margo;127.0.0.1;0.5;64.5;26.6
02:27:44;MacBook-Margo;127.0.0.1;0.8;64.5;26.6
02:27:47;MacBook-Margo;127.0.0.1;0.3;64.5;26.6
02:27:50;MacBook-Margo;127.0.0.1;0.5;64.5;26.6
02:27:53;MacBook-Margo;127.0.0.1;1.0;64.5;26.6
02:27:56;MacBook-Margo;127.0.0.1;0.0;64.5;26.6
02:27:59;MacBook-Margo;127.0.0.1;0.1;64.5;26.6
02:28:02;MacBook-Margo;127.0.0.1;0.3;64.6;26.6
02:28:05;MacBook-Margo;127.0.0.1;0.6;64.3;26.6
02:28:08;MacBook-Margo;127.0.0.1;1.1;64.3;26.6
02:28:11;MacBook-Margo;127.0.0.1;0.2;64.2;26.6
02:28:21;MacBook-Margo;127.0.0.1;11.1;64.2;26.6
02:28:24;MacBook-Margo;127.0.0.1;2.6;64.3;26.6
02:28:27;MacBook-Margo;127.0.0.1;0.6;64.2;26.6
02:28:30;MacBook-Margo;127.0.0.1;0.3;64.2;26.6
02:28:33;MacBook-Margo;127.0.0.1;0.7;64.2;26.6
02:28:36;MacBook-Margo;127.0.0.1;0.5;64.2;26.6
02:28:39;MacBook-Margo;127.0.0.1;0.3;64.2;26.6
02:28:42;MacBook-Margo;127.0.0.1;1.8;64.3;26.6
02:28:45;MacBook-Margo;127.0.0.1;0.3;64.2;26.6
02:28:48;MacBook-Margo;127.0.0.1;0.0;64.2;26.6
02:28:51;MacBook-Margo;127.0.0.1;1.0;64.2;26.6
02:28:54;MacBook-Margo;127.0.0.1;0.7;64.2;26.6
02:28:57;MacBook-Margo;127.0.0.1;0.5;64.2;26.6
02:29:00;MacBook-Margo;127.0.0.1;1.6;64.6;26.6
02:29:03;MacBook-Margo;127.0.0.1;0.2;64.4;26.6
02:29:06;MacBook-Margo;127.0.0.1;2.2;64.2;26.6
02:44:10;MacBook-Margo;127.0.0.1;23.2;64.6;26.6
02:44:13;MacBook-Margo;127.0.0.1;22.3;64.5;26.6
02:44:41;MacBook-Margo;127.0.0.1;14.0;64.5;26.6
02:44:44;MacBook-Margo;127.0.0.1;15.1;64.5;26.6
02:44:47;MacBook-Margo;127.0.0.1;2.1;64.1;26.6
02:44:50;MacBook-Margo;127.0.0.1;0.9;63.6;26.6
02:44:53;MacBook-Margo;127.0.0.1;0.5;63.6;26.6
02:44:56;MacBook-Margo;127.0.0.1;2.7;63.5;26.6
02:44:59;MacBook-Margo;127.0.0.1;2.9;63.6;26.6
02:45:02;MacBook-Margo;127.0.0.1;1.0;63.9;26.6
02:45:05;MacBook-Margo;127.0.0.1;0.4;63.7;26.6
02:45:09;MacBook-Margo;127.0.0.1;0.1;63.7;26.6
02:45:12;MacBook-Margo;127.0.0.1;0.3;63.7;26.6
02:45:15;MacBook-Margo;127.0.0.1;1.6;63.6;26.6
02:45:18;MacBook-Margo;127.0.0.1;0.5;63.6;26.6
02:45:21;MacBook-Margo;127.0.0.1;0.2;63.7;26.6
02:45:24;MacBook-Margo;127.0.0.1;2.9;63.6;26.6
02:55:16;MacBook-Margo;127.0.0.1;22.8;64.1;26.6
02:55:20;MacBook-Margo;127.0.0.1;10.5;63.9;26.6
02:55:23;MacBook-Margo;127.0.0.1;0.7;63.7;26.6
02:55:26;MacBook-Margo;127.0.0.1;1.4;63.7;26.6
02:55:29;MacBook-Margo;127.0.0.1;31.3;63.7;26.6
02:55:32;MacBook-Margo;127.0.0.1;33.2;63.8;26.6
02:55:35;MacBook-Margo;127.0.0.1;37.1;63.8;26.6
02:55:38;MacBook-Margo;127.0.0.1;3.9;63.8;26.6
02:55:41;MacBook-Margo;127.0.0.1;3.1;63.8;26.6
02:55:44;MacBook-Margo;127.0.0.1;0.7;63.7;26.6
02:55:47;MacBook-Margo;127.0.0.1;0.7;63.6;26.6
02:55:50;MacBook-Margo;127.0.0.1;0.2;63.7;26.6
02:55:53;MacBook-Margo;127.0.0.1;0.2;63.7;26.6
02:55:56;MacBook-Margo;127.0.0.1;1.0;63.7;26.6
02:55:59;MacBook-Margo;127.0.0.1;1.5;63.6;26.6
03:11:28;MacBook-Margo;127.0.0.1;5.4;64.0;26.6
03:11:31;MacBook-Margo;127.0.0.1;4.3;64.2;26.6
03:11:34;MacBook-Margo;127.0.0.1;1.3;63.9;26.6
03:11:37;MacBook-Margo;127.0.0.1;0.7;63.7;26.6
03:11:40;MacBook-Margo;127.0.0.1;0.7;63.6;26.6
03:11:43;MacBook-Margo;127.0.0.1;1.2;63.6;26.6
03:11:46;MacBook-Margo;127.0.0.1;0.1;63.6;26.6
03:11:49;MacBook-Margo;127.0.0.1;5.8;63.6;26.6
03:11:52;MacBook-Margo;127.0.0.1;0.4;63.6;26.6
03:11:55;MacBook-Margo;127.0.0.1;0.3;63.6;26.6
03:11:58;MacBook-Margo;127.0.0.1;0.3;63.6;26.6
03:12:01;MacBook-Margo;127.0.0.1;0.9;64.0;26.6
03:12:04;MacBook-Margo;127.0.0.1;1.1;63.9;26.6
03:12:07;MacBook-Margo;127.0.0.1;0.6;63.7;26.6
03:12:11;MacBook-Margo;127.0.0.1;1.2;63.7;26.6
03:12:14;MacBook-Margo;127.0.0.1;1.7;63.7;26.6
03:27:25;MacBook-Margo;127.0.0.1;20.4;64.4;26.6
03:27:28;MacBook-Margo;127.0.0.1;22.1;64.2;26.6
03:27:38;MacBook-Margo;127.0.0.1;12.4;64.1;26.6
03:27:41;MacBook-Margo;127.0.0.1;13.1;64.0;26.6
03:27:44;MacBook-Margo;127.0.0.1;25.0;64.2;26.6
03:27:47;MacBook-Margo;127.0.0.1;23.1;64.1;26.6
03:27:50;MacBook-Margo;127.0.0.1;11.7;64.0;26.6
03:27:54;MacBook-Margo;127.0.0.1;11.6;64.1;26.6
03:27:57;MacBook-Margo;127.0.0.1;6.4;64.1;26.6
03:28:00;MacBook-Margo;127.0.0.1;1.4;64.3;26.6
03:28:03;MacBook-Margo;127.0.0.1;0.6;64.1;26.6
03:28:06;MacBook-Margo;127.0.0.1;1.1;64.0;26.6
03:28:09;MacBook-Margo;127.0.0.1;0.3;64.0;26.6
03:28:12;MacBook-Margo;127.0.0.1;0.5;63.9;26.6
03:28:15;MacBook-Margo;127.0.0.1;0.9;64.0;26.6
03:28:18;MacBook-Margo;127.0.0.1;0.4;63.9;26.6
03:28:21;MacBook-Margo;127.0.0.1;0.2;63.9;26.6
03:28:30;MacBook-Margo;127.0.0.1;9.1;63.9;26.6
03:28:33;MacBook-Margo;127.0.0.1;0.9;63.9;26.6
03:28:36;MacBook-Margo;127.0.0.1;1.1;63.9;26.6
03:28:39;MacBook-Margo;127.0.0.1;1.1;63.9;26.6
03:28:42;MacBook-Margo;127.0.0.1;0.5;63.9;26.6
03:28:45;MacBook-Margo;127.0.0.1;0.5;63.9;26.6
03:28:48;MacBook-Margo;127.0.0.1;0.4;63.8;26.6
03:28:51;MacBook-Margo;127.0.0.1;2.3;63.8;26.6
03:28:54;MacBook-Margo;127.0.0.1;0.4;63.8;26.6
03:28:57;MacBook-Margo;127.0.0.1;0.2;63.8;26.6
03:29:01;MacBook-Margo;127.0.0.1;2.9;64.2;26.6
03:29:04;MacBook-Margo;127.0.0.1;0.4;63.9;26.6
03:29:07;MacBook-Margo;127.0.0.1;0.5;63.8;26.6
03:29:10;MacBook-Margo;127.0.0.1;0.2;63.8;26.6
03:29:13;MacBook-Margo;127.0.0.1;0.1;63.8;26.6
03:29:16;MacBook-Margo;127.0.0.1;2.5;63.8;26.6
03:38:50;MacBook-Margo;127.0.0.1;4.0;64.3;26.6
03:38:53;MacBook-Margo;127.0.0.1;2.2;64.0;26.6
03:38:56;MacBook-Margo;127.0.0.1;0.7;63.8;26.6
03:38:59;MacBook-Margo;127.0.0.1;0.8;63.7;26.6
03:39:02;MacBook-Margo;127.0.0.1;0.4;64.0;26.6
03:39:05;MacBook-Margo;127.0.0.1;1.0;63.9;26.6
03:39:08;MacBook-Margo;127.0.0.1;0.6;63.8;26.6
03:39:11;MacBook-Margo;127.0.0.1;1.3;63.8;26.6
03:39:14;MacBook-Margo;127.0.0.1;1.2;63.8;26.6
03:39:18;MacBook-Margo;127.0.0.1;0.1;63.8;26.6
03:39:21;MacBook-Margo;127.0.0.1;0.4;63.8;26.6
03:39:24;MacBook-Margo;127.0.0.1;1.3;63.8;26.6
03:39:27;MacBook-Margo;127.0.0.1;0.2;63.8;26.6
03:39:30;MacBook-Margo;127.0.0.1;1.0;63.8;26.6
03:39:33;MacBook-Margo;127.0.0.1;0.3;63.8;26.6
03:55:02;MacBook-Margo;127.0.0.1;23.5;64.3;26.6
03:55:05;MacBook-Margo;127.0.0.1;3.1;64.1;26.6
03:55:08;MacBook-Margo;127.0.0.1;1.1;63.9;26.6
03:55:11;MacBook-Margo;127.0.0.1;0.3;63.9;26.6
03:55:14;MacBook-Margo;127.0.0.1;0.3;63.8;26.6
03:55:17;MacBook-Margo;127.0.0.1;0.3;63.8;26.6
03:55:20;MacBook-Margo;127.0.0.1;1.6;63.8;26.6
03:55:23;MacBook-Margo;127.0.0.1;3.9;63.8;26.6
03:55:26;MacBook-Margo;127.0.0.1;0.2;63.7;26.6
03:55:29;MacBook-Margo;127.0.0.1;0.6;63.8;26.6
03:55:32;MacBook-Margo;127.0.0.1;1.2;63.8;26.6
03:55:35;MacBook-Margo;127.0.0.1;0.5;63.8;26.6
03:55:38;MacBook-Margo;127.0.0.1;0.9;63.8;26.6
03:55:41;MacBook-Margo;127.0.0.1;0.7;63.8;26.6
03:55:44;MacBook-Margo;127.0.0.1;0.4;63.8;26.6
03:55:47;MacBook-Margo;127.0.0.1;0.9;63.8;26.6
04:11:15;MacBook-Margo;127.0.0.1;4.6;64.3;26.6
